scenario_variation,model,row_wise,observations_attempted,correct,percent_error,run_time,input_tokens_used,output_tokens_used,cost,source_file
"period-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,41,True,0.0005445505292647541,23.67,47241,1036,0.1284625,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,37,True,0.0005445505292647541,23.78,36108,1076,0.10103000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,41,True,0.0005445505292647541,29.6,38685,1610,0.11281250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,32,False,0.9315150617245502,29.79,49623,1712,0.1411775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,31,False,0.7705554732475043,53.02,119691,3023,0.3294575,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,20,False,1.5753534156327336,28.54,37966,1410,0.10901500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,17,False,0.9315150617245502,19.7,17270,1128,0.054455,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,17,False,0.2876767078163668,35.14,57451,2149,0.16511750000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,21,False,0.557361131688124,40.64,98323,2193,0.2677375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,False,0.6095958847704585,15.44,6542,457,0.020925000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,21,False,0.1956998001151977,13.7,13016,703,0.03957,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"period-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,21,False,0.3561616460918166,19.99,16400,861,0.04961,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.9457310112511281,20.49,13771,1407,0.0484975,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.997067004367283,28.03,25619,1922,0.08326750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.09894702216465744,24.0,14303,1466,0.050417500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.7457455015076409,28.27,13601,1917,0.05317250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,16,False,0.746185588709181,36.04,27971,2434,0.0942675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.992636670395942,15.36,7739,1009,0.0294375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,10,False,0.6264182308104591,20.59,11660,1211,0.041260000000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,3,False,0.9998413594012714,34.32,25697,2291,0.08715250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,0.33031624037244883,31.11,34508,1822,0.10449000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,False,2.338760114029473e+31,29.44,17469,1956,0.0632325,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,False,5.846900285073682e+30,19.31,11665,1215,0.0413125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,False,7.023959842622645,21.54,10749,1316,0.0400325,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,11,False,0.9999999936432594,26.76,24548,1625,0.07762000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,4,False,0.9999999973542332,23.25,13301,1384,0.04709250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,10,False,0.9999907009367386,20.0,8998,1440,0.036895000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.5045517561565285,32.89,24327,2227,0.08308750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,25,False,0.15719478435948267,95.62,140915,6247,0.41475750000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.973403121862355,33.81,18772,1730,0.06423000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,35,False,2.458322611062001,97.83,76033,5174,0.24182250000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,15,False,11.634798041312294,37.07,28706,2297,0.09473500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"reduced_mass-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,False,0.9713511973537509,30.68,16946,1534,0.057705000000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"roche_lobe_radius-3.1 M, 0.18 M Elliptical",gpt-4o-2024-11-20,True,9,False,0.7973611365217192,40.08,21422,1730,0.070855,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"roche_lobe_radius-3.1 M, 0.18 M Elliptical",gpt-4o-2024-11-20,True,2,True,0.032306770612686574,23.82,13385,1461,0.048072500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"roche_lobe_radius-3.1 M, 0.18 M Elliptical",gpt-4o-2024-11-20,True,11,False,0.2433117446630522,23.27,17464,1117,0.054830000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,0.3600448302607007,18.57,10215,1089,0.0364275,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,0.3622024715806439,11.2,8014,511,0.025145,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,0.3600448302607007,8.07,7776,406,0.023500000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.10612879876298612,5.92,4765,313,0.015042500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.21384878610144878,5.57,3803,266,0.012167500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.21384878610144878,5.53,3816,279,0.012330000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,True,5.7114217423516314e-05,13.85,7055,734,0.0249775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,9,False,0.5995957350808113,16.64,8260,733,0.02798,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.5995957350808113,8.81,9261,399,0.027142500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,10,True,0.04421404691281294,6.42,3910,347,0.013245000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,0.7987069311595576,16.73,10989,867,0.03614250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,10,False,0.10064653442022135,8.0,4113,261,0.012892500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,11,False,95737293390.02226,24.14,6825,652,0.023582500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,False,147523558141.03564,11.1,5468,443,0.0181,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,11,True,0.009853145370310552,14.44,10086,613,0.031345000000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,10,False,0.9842827841124125,17.8,4608,531,0.01683,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,2,False,0.9842827841124125,9.35,4371,364,0.014567500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,10,False,0.9901387995894362,16.56,8683,567,0.027377500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,False,0.8998936744638508,11.01,5582,476,0.018715000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,False,0.05005316276807474,5.74,3990,245,0.012425000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,True,0.011499921013047544,12.42,5646,396,0.018075,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,18.381194478604417,11.59,6754,595,0.022835,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,7,False,18.381194478604417,9.69,8202,476,0.025265000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,7,False,18.381194478604417,12.28,7042,433,0.021935000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,1.1818047854173954,9.81,6281,552,0.021222500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,1.1818047854173954,17.26,8372,519,0.02612,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,1.1818047854173954,18.18,16420,975,0.050800000000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.3589840364092043,15.37,4587,610,0.0175675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,True,0.02488199379590131,7.7,3774,372,0.013155,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.2428023876159648,8.87,3730,300,0.012325,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,11,False,0.954103723792847,9.42,6723,518,0.021987500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,5,False,0.954103723792847,10.48,8016,433,0.024370000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,4,False,0.954103723792847,8.88,8505,463,0.0258925,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,0.2626913833865536,17.39,6947,601,0.023377500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,0.41763673603507745,15.6,9137,630,0.029142500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,20,False,9.768472235949691,9.48,8772,420,0.02613,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,20,False,1.1115063419682951,11.14,8809,578,0.0278025,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,20,False,1.1115063419682951,16.29,8958,695,0.029345000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,9,False,1.1115063419682951,12.87,12459,340,0.0345475,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,11,False,788648419088.1204,13.34,8813,653,0.028562500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,3,False,181510061495.78064,14.75,7980,641,0.02636,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,5,False,788648419088.1204,13.52,15105,680,0.044562500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.20473206614069375,8.23,5847,313,0.017747500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,2.5888105482311574,11.62,8079,484,0.0250375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,2.5888105482311574,9.12,8218,425,0.024795,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.965433743268206,11.65,5157,354,0.016432500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,7,False,0.06710416798955789,9.38,8158,438,0.024775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,7,False,0.06710416798955789,9.78,9406,406,0.027575000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,6,False,0.26156953182785536,10.59,6264,422,0.019880000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.16488771699199914,6.91,5050,308,0.015705,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_major_axis_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,6,False,1.2655094456070473,13.35,8361,564,0.0265425,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.41433065748167613,13.38,6395,631,0.0222975,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.853582664370419,7.02,3842,259,0.012195000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.6635148224385914,5.66,3838,267,0.012265000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.12733340961982442,10.77,6971,593,0.023357500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,2,True,0.008721454092711724,16.69,8234,603,0.026615000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,9,False,0.4993425996507829,11.41,10355,539,0.0312775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,10,False,2.6109049859500817,10.99,4399,431,0.015307500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,10,False,0.7982892611884885,10.31,4314,346,0.014245,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,10,False,0.5965785223769772,8.66,4406,438,0.015395,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,0.8423978491122065,11.93,9564,573,0.02964,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,10,False,0.8261058810884988,7.59,4897,363,0.0158725,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,True,0.02111522185456401,18.77,10780,666,0.03361,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.6432829890475021,15.13,6118,605,0.021345000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.2865659780950042,35.57,11530,1789,0.046715000000000007,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,1,False,0.26537716623212154,7.58,3624,282,0.01188,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.11020438265597378,9.61,6090,428,0.019505,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.36210181243813233,8.34,7167,334,0.021257500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.2589380864305757,7.35,3655,310,0.012237500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.988598944210342,7.7,3790,289,0.012365000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.9256701355804005,11.32,7066,508,0.022745,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,3,False,0.9256701355804005,8.87,6697,392,0.0206625,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,True,0.007246430652729924,10.42,5329,534,0.018662500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.23240464608651243,9.27,3751,257,0.0119475,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.23240464608651243,6.45,3640,207,0.011170000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.9310033129795785,6.59,3789,288,0.0123525,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.9344716617586426,7.21,3758,269,0.012085,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.9344716617586426,7.25,3763,277,0.0121775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.36210181220321824,8.04,5978,332,0.018265000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.3651757768189324,7.83,3656,315,0.01229,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
